Id,Label,timeset,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,clustering,componentnumber,strongcompnum,pageranks,Clustering Coefficient
4594,4594,,7,7,14,7,0.299959,0.312664,889.40855,0.107143,0,1115,0.000156,0.107143
4595,4595,,4,5,9,7,0.269084,0.279816,490.075761,0.133333,0,1115,0.000096,0.133333
4596,4596,,3,3,6,6,0.288961,0.300054,74.499783,0.333333,0,1115,0.000091,0.333333
4597,4597,,3,3,6,7,0.271634,0.281804,120.92861,0,0,1115,0.000089,0
4598,4598,,3,2,5,7,0.274812,0.285598,49.911404,0.333333,0,1115,0.000088,0.333333
4599,4599,,8,8,16,6,0.310288,0.325026,1254.276372,0.166667,0,1115,0.000188,0.166667
4600,4600,,1,2,3,7,0.250428,0.259093,84.285105,0,0,1115,0.000049,0
4601,4601,,5,5,10,6,0.311047,0.329429,11291.1098,0.2,0,1115,0.000162,0.2
4602,4602,,1,1,2,7,0.237261,0.244997,0,0,0,1115,0.000063,0
4603,4603,,4,2,6,7,0.278277,0.290038,93.366261,0.166667,0,1115,0.000109,0.166667
4566,4566,,3,2,5,7,0.271558,0.28204,31.638329,0.333333,0,1115,0.000099,0.333333
4606,4606,,3,3,6,7,0.304235,0.323104,254.039684,0.333333,0,1115,0.000096,0.333333
4607,4607,,1,1,2,7,0.280655,0.294741,0,0,0,1115,0.000043,0
4608,4608,,7,10,17,6,0.324979,0.341191,1728.000623,0.2,0,1115,0.000157,0.2
4609,4609,,4,4,8,6,0.280668,0.292493,206.321633,0.1,0,1115,0.000119,0.1
4604,4604,,12,11,23,6,0.295249,0.308179,8288.851563,0.060606,0,1115,0.000375,0.060606
4605,4605,,10,10,20,6,0.30471,0.318254,3914.577366,0.311111,0,1115,0.000226,0.311111
4612,4612,,1,1,2,7,0.29281,0.311154,0,0,0,1115,0.000052,0
4613,4613,,2,1,3,7,0.2085,0.213609,5.711774,0.166667,0,1115,0.00007,0.333333
4614,4614,,4,3,7,6,0.281981,0.294488,217.674767,0.333333,0,1115,0.000105,0.333333
4616,4616,,4,5,9,6,0.304235,0.319368,492.771637,0.25,0,1115,0.000106,0.3
4617,4617,,1,1,2,7,0.245735,0.253387,0,0,0,1115,0.000059,0
4558,4558,,2,2,4,7,0.277881,0.290018,0,1,0,1115,0.000073,1
4619,4619,,1,1,2,7,0.223539,0.228441,0,0,0,1115,0.000057,0
4620,4620,,1,1,2,8,0.203919,0.208169,0,0,0,1115,0.000091,0
4621,4621,,2,1,3,7,0.243575,0.249942,0,1,0,1115,0.000077,1
4618,4618,,6,5,11,7,0.254671,0.262089,1487.252683,0.4,0,1115,0.00019,0.466667
4622,4622,,6,5,11,7,0.273475,0.285275,218.572301,0.4,0,1115,0.000138,0.466667
4623,4623,,1,1,2,7,0.281452,0.293489,0,0,0,1115,0.00005,0
4611,4611,,72,70,142,6,0.340812,0.364595,125514.2506,0.108179,0,1115,0.001543,0.119444
4624,4624,,2,2,4,7,0.248862,0.256945,0,1,0,1115,0.000078,1
4625,4625,,6,4,10,7,0.259992,0.269029,237.247627,0,0,1115,0.000147,0
4626,4626,,1,1,2,7,0.271218,0.281618,0,0,0,1115,0.000052,0
4627,4627,,1,1,2,7,0.271218,0.281618,0,0,0,1115,0.000052,0
4628,4628,,1,1,2,8,0.224716,0.231456,0,0,0,1115,0.000065,0
4629,4629,,1,1,2,7,0.270365,0.281553,0,0,0,1115,0.000055,0
4630,4630,,3,3,6,7,0.253764,0.262616,10683.30766,0,0,1115,0.000138,0
4631,4631,,1,1,2,7,0.271218,0.281618,0,0,0,1115,0.000052,0
4632,4632,,5,5,10,7,0.289763,0.30231,152.135804,0.5,0,1115,0.000139,0.5
4633,4633,,1,0,1,0,0,0,0,0,0,799,0.000052,0
4634,4634,,1,0,1,0,0,0,0,0,0,908,0.00005,0
4635,4635,,83,63,146,6,0.328872,0.34837,105487.0008,0.054798,0,1115,0.00198,0.080727
4636,4636,,2,0,2,0,0,0,0,0,0,802,0.000062,0
4637,4637,,4,3,7,7,0.287484,0.298614,109.704186,0.2,0,1115,0.000085,0.3
4562,4562,,13,12,25,6,0.332897,0.35279,12770.7545,0.198718,0,1115,0.000282,0.217949
4639,4639,,1,1,2,7,0.26353,0.272343,0,0,0,1115,0.000057,0
4640,4640,,1,1,2,7,0.29281,0.311154,0,0,0,1115,0.000052,0
4641,4641,,3,3,6,7,0.308081,0.326045,195.267791,0.333333,0,1115,0.000084,0.333333
4642,4642,,4,5,9,6,0.314561,0.332627,733.134388,0.4,0,1115,0.000103,0.4
4643,4643,,2,2,4,7,0.260397,0.270249,26.219628,0,0,1115,0.000081,0
4461,4461,,4,3,7,7,0.298916,0.317968,615.282049,0.333333,0,1115,0.00012,0.333333
4644,4644,,1,2,3,7,0.297608,0.31597,0,1,0,1115,0.000053,1
4645,4645,,13,12,25,6,0.331256,0.350513,30607.17528,0.241758,0,1115,0.000287,0.285714
4646,4646,,6,6,12,7,0.250578,0.259078,28162.06769,0.238095,0,1115,0.000296,0.333333
4647,4647,,2,1,3,7,0.270365,0.281553,1820.329542,0,0,1115,0.000076,0
4638,4638,,6,4,10,6,0.299851,0.313019,1384.013647,0.142857,0,1115,0.000144,0.190476
4649,4649,,69,67,136,6,0.344202,0.365803,105689.6775,0.122261,0,1115,0.001366,0.136541
4650,4650,,5,7,12,7,0.283484,0.296941,15070.7939,0.095238,0,1115,0.000107,0.095238
4651,4651,,1,2,3,7,0.226071,0.232395,28.749778,0,0,1115,0.000051,0
4652,4652,,1,1,2,7,0.262973,0.272772,0,0,0,1115,0.000053,0
4653,4653,,1,0,1,0,0,0,0,0,0,51,0.000048,0
4654,4654,,25,21,46,6,0.320018,0.337047,24797.91139,0.22404,0,1115,0.000377,0.394026
4655,4655,,2,1,3,7,0.242444,0.249401,0,0.5,0,1115,0.000055,1
4656,4656,,3,1,4,7,0.242444,0.249401,38.848843,0.166667,0,1115,0.000082,0.333333
4657,4657,,1,1,2,7,0.243575,0.249942,0,0,0,1115,0.000059,0
4658,4658,,1,1,2,7,0.220496,0.226143,0,0,0,1115,0.000091,0
4659,4659,,7,9,16,7,0.284436,0.296633,7428.571433,0.090909,0,1115,0.000168,0.106061
4660,4660,,1,1,2,8,0.200377,0.204593,0,0,0,1115,0.000077,0
4661,4661,,21,17,38,6,0.319528,0.336206,5245.851,0.237968,0,1115,0.000208,0.413547
4662,4662,,4,3,7,8,0.200391,0.204764,0,0.75,0,1115,0.000197,1
4663,4663,,4,3,7,8,0.200391,0.204764,0,0.75,0,1115,0.000197,1
4664,4664,,4,3,7,8,0.200391,0.204764,0,0.75,0,1115,0.000197,1
4665,4665,,2,2,4,6,0.287994,0.302562,125.057751,0,0,1115,0.000076,0
4666,4666,,21,14,35,6,0.319441,0.335907,4281.604868,0.265121,0,1115,0.000192,0.459677
4667,4667,,18,14,32,6,0.319057,0.335437,2256.660202,0.337702,0,1115,0.000168,0.590726
4668,4668,,16,17,33,6,0.319144,0.335736,2630.182897,0.261089,0,1115,0.00014,0.451613
4670,4670,,1,1,2,7,0.247492,0.254954,0,0,0,1115,0.000062,0
4669,4669,,16,5,21,6,0.294387,0.309875,982.476314,0.121053,0,1115,0.000115,0.215789
4671,4671,,1,0,1,0,0,0,0,0,0,985,0.000052,0
4672,4672,,18,12,30,6,0.319109,0.335394,4177.990657,0.172308,0,1115,0.000148,0.295385
4673,4673,,24,8,32,6,0.314781,0.330144,3529.716039,0.263441,0,1115,0.000204,0.462366
4674,4674,,3,3,6,7,0.30277,0.321089,523.58992,0.333333,0,1115,0.000086,0.333333
4675,4675,,22,9,31,6,0.318796,0.334767,3886.731239,0.259852,0,1115,0.000194,0.453202
4676,4676,,19,13,32,6,0.315086,0.330899,2706.261496,0.25,0,1115,0.000154,0.445813
4677,4677,,17,0,17,0,0,0,0,0.125,0,119,0.000125,0.220588
4678,4678,,20,14,34,6,0.31495,0.330728,2392.74301,0.314039,0,1115,0.000157,0.546798
4680,4680,,21,16,37,6,0.319162,0.335448,3136.691571,0.310753,0,1115,0.000164,0.531183
4679,4679,,21,16,37,6,0.318068,0.334134,2871.814211,0.32069,0,1115,0.000164,0.551724
4681,4681,,22,17,39,6,0.319197,0.335562,3205.662761,0.292339,0,1115,0.000172,0.502016
4682,4682,,20,17,37,6,0.319197,0.335562,3110.121588,0.311494,0,1115,0.000156,0.535632
4683,4683,,33,11,44,6,0.317964,0.333678,7688.940236,0.317949,0,1115,0.000313,0.560256
4684,4684,,20,3,23,6,0.294165,0.309448,788.917824,0.311688,0,1115,0.000174,0.519481
4685,4685,,1,1,2,7,0.240115,0.246335,0,0,0,1115,0.000052,0
4686,4686,,25,13,38,6,0.319441,0.335585,3208.470897,0.294508,0,1115,0.000234,0.496212
4687,4687,,6,2,8,7,0.247513,0.255068,10705.43936,0.066667,0,1115,0.000249,0.133333
4688,4688,,23,11,34,6,0.316502,0.332381,4102.571839,0.252016,0,1115,0.000221,0.427419
4690,4690,,1,1,2,7,0.248028,0.255976,0,0,0,1115,0.000051,0
4691,4691,,1,1,2,7,0.238334,0.24521,0,0,0,1115,0.000054,0
4692,4692,,1,1,2,8,0.198412,0.202187,0,0,0,1115,0.000141,0
4693,4693,,8,8,16,7,0.309009,0.322041,591.646105,0.305556,0,1115,0.000184,0.333333
4694,4694,,80,75,155,6,0.336073,0.357051,167787.9491,0.060867,0,1115,0.001731,0.071055
4695,4695,,1,1,2,7,0.255729,0.264344,0,0,0,1115,0.000056,0
4696,4696,,1,1,2,7,0.244277,0.25238,0,0,0,1115,0.000055,0
4697,4697,,3,3,6,6,0.286835,0.301032,126.998534,0.333333,0,1115,0.000093,0.333333
4698,4698,,10,8,18,6,0.30514,0.320816,1984.079481,0.2,0,1115,0.000222,0.218182
4699,4699,,3,3,6,7,0.279755,0.291258,14.897546,0.666667,0,1115,0.000103,0.666667
4700,4700,,1,1,2,8,0.229712,0.23641,0,0,0,1115,0.000076,0
4701,4701,,17,4,21,6,0.294195,0.309562,995.322132,0.134211,0,1115,0.000132,0.231579
4702,4702,,2,0,2,0,0,0,0,1,0,503,0.00006,1
4703,4703,,2,2,4,6,0.273706,0.284812,14.035195,0,0,1115,0.000071,0
4704,4704,,1,0,1,0,0,0,0,0,0,280,0.000059,0
4705,4705,,1,0,1,0,0,0,0,0,0,47,0.000048,0
4706,4706,,2,0,2,0,0,0,0,0,0,60,0.000066,0
4707,4707,,33,3,36,7,0.30514,0.316873,4014.223577,0.310317,0,1115,0.000361,0.542857
3425,3425,,2,1,3,7,0.23536,0.243696,0,1,0,1115,0.000076,1
4708,4708,,8,8,16,6,0.312978,0.330067,643.941622,0.555556,0,1115,0.000169,0.6
4709,4709,,12,12,24,6,0.327307,0.348686,4598.226494,0.295455,0,1115,0.000259,0.30303
4728,4728,,1,2,3,7,0.271571,0.28357,0,1,0,1115,0.000037,1
4729,4729,,7,8,15,7,0.288505,0.300956,1940.954008,0.153846,0,1115,0.000131,0.230769
4730,4730,,1,1,2,8,0.239221,0.244946,0,0,0,1115,0.000054,0
4731,4731,,4,3,7,7,0.271747,0.282917,102.104442,0.166667,0,1115,0.000114,0.166667
4732,4732,,10,8,18,6,0.303634,0.31914,3253.401724,0.109091,0,1115,0.000202,0.163636
4610,4610,,3,3,6,6,0.289505,0.301662,13.129923,0.666667,0,1115,0.000086,0.666667
4689,4689,,1,1,2,8,0.23309,0.241782,0,0,0,1115,0.000067,0
4516,4516,,3,3,6,6,0.311893,0.330592,1359.960979,0.5,0,1115,0.000095,0.666667
4733,4733,,29,4,33,6,0.294387,0.309889,1127.663939,0.363441,0,1115,0.00029,0.634409
4734,4734,,1,1,2,7,0.256154,0.265221,0,0,0,1115,0.000053,0
4735,4735,,5,3,8,7,0.24439,0.252637,412.520399,0.15,0,1115,0.000124,0.2
4736,4736,,2,1,3,7,0.242083,0.247643,5.21828,0,0,1115,0.000073,0
4737,4737,,1,0,1,0,0,0,0,0,0,614,0.000039,0
4738,4738,,1,0,1,0,0,0,0,0,0,613,0.000039,0
4739,4739,,6,0,6,0,0,0,0,0.2,0,118,0.00011,0.4
4741,4741,,3,1,4,1,1,1,0,0.666667,0,766,0.000386,1
4742,4742,,3,1,4,1,1,1,0,0.666667,0,766,0.000386,1
4743,4743,,16,3,19,6,0.292913,0.307806,2760.907216,0.158088,0,1115,0.000164,0.272059
4744,4744,,19,2,21,6,0.292869,0.307664,2132.983481,0.105263,0,1115,0.00019,0.152632
4573,4573,,4,5,9,7,0.282799,0.294206,241.777806,0,0,1115,0.000099,0
4746,4746,,11,6,17,6,0.279247,0.291043,15044.12853,0.163636,0,1115,0.000343,0.181818
4740,4740,,3,3,6,7,0.282758,0.294218,89.427327,0.666667,0,1115,0.000119,0.666667
4745,4745,,4,5,9,6,0.282444,0.294936,314.869709,0.133333,0,1115,0.00008,0.2
4747,4747,,14,0,14,0,0,0,0,0.016484,0,14,0.0001,0.021978
4748,4748,,7,1,8,7,0.263174,0.272477,322.10864,0.107143,0,1115,0.000142,0.214286
4749,4749,,1,1,2,8,0.202409,0.206747,0,0,0,1115,0.000074,0
4750,4750,,1,1,2,7,0.218299,0.223713,0,0,0,1115,0.000084,0
4751,4751,,4,4,8,7,0.239427,0.246112,10.364112,0.095238,0,1115,0.000138,0.190476
4752,4752,,1,1,2,7,0.248502,0.256826,0,0,0,1115,0.000053,0
4753,4753,,10,6,16,7,0.269928,0.280868,22110.0075,0.222222,0,1115,0.000309,0.266667
4754,4754,,1,1,2,7,0.257769,0.266706,0,0,0,1115,0.000053,0
4755,4755,,2,2,4,7,0.282922,0.294685,0,1,0,1115,0.000078,1
4756,4756,,5,4,9,7,0.235048,0.243027,11829.09016,0.15,0,1115,0.000318,0.3
4757,4757,,1,1,2,7,0.278052,0.287838,0,0,0,1115,0.000055,0
4758,4758,,1,3,4,7,0.253478,0.262279,27.524247,0.166667,0,1115,0.000051,0.333333
4759,4759,,2,3,5,7,0.284616,0.296464,27.914336,0.333333,0,1115,0.000071,0.333333
4760,4760,,1,2,3,7,0.265746,0.275824,0,1,0,1115,0.000051,1
4761,4761,,3,3,6,7,0.259036,0.268088,38.973447,0,0,1115,0.000101,0
4762,4762,,7,6,13,6,0.29979,0.313443,125.134887,0.619048,0,1115,0.00017,0.714286
4763,4763,,1,0,1,0,0,0,0,0,0,480,0.00005,0
4764,4764,,1,4,5,8,0.247377,0.256366,237.887251,0.166667,0,1115,0.000058,0.333333
4765,4765,,1,1,2,7,0.251549,0.259396,0,0,0,1115,0.000055,0
4766,4766,,1,0,1,0,0,0,0,0,0,767,0.000043,0
3957,3957,,5,2,7,7,0.273386,0.283435,191.775762,0,0,1115,0.000115,0
4768,4768,,1,1,2,7,0.276776,0.286921,0,0,0,1115,0.000047,0
2413,2413,,1,0,1,0,0,0,0,0,0,984,0.000052,0
4648,4648,,9,8,17,7,0.294298,0.30807,18953.08009,0.333333,0,1115,0.000231,0.361111
4769,4769,,1,1,2,8,0.227389,0.23346,0,0,0,1115,0.00006,0
4770,4770,,2,2,4,7,0.288804,0.302706,0,1,0,1115,0.000076,1
4771,4771,,6,4,10,6,0.294209,0.306715,2328.659429,0.1,0,1115,0.000149,0.133333
4772,4772,,1,1,2,7,0.29281,0.311154,0,0,0,1115,0.000052,0
4767,4767,,2,1,3,8,0.23309,0.241782,0,1,0,1115,0.000084,1
4773,4773,,3,3,6,6,0.288065,0.298928,99.332386,0,0,1115,0.000089,0
4774,4774,,3,4,7,7,0.279782,0.291285,175.821483,0.166667,0,1115,0.000096,0.166667
4775,4775,,2,1,3,8,0.190321,0.194423,0,0.5,0,1115,0.000117,1
4776,4776,,2,2,4,7,0.267008,0.277637,14.897546,0,0,1115,0.00008,0
3278,3278,,6,6,12,6,0.301801,0.317884,366.128819,0.266667,0,1115,0.000139,0.333333
4778,4778,,2,2,4,7,0.272927,0.282761,67.328242,0,0,1115,0.000056,0
4779,4779,,9,43,52,7,0.298672,0.315451,100505.464,0.024841,0,1115,0.000203,0.031712
4357,4357,,1,0,1,0,0,0,0,0,0,325,0.000037,0
3969,3969,,1,0,1,0,0,0,0,0,0,324,0.000037,0
4358,4358,,1,0,1,0,0,0,0,0,0,323,0.000037,0
4710,4710,,1,0,1,0,0,0,0,0,0,322,0.000037,0
4780,4780,,4,6,10,7,0.265372,0.275071,823.716129,0.261905,0,1115,0.000083,0.285714
3965,3965,,1,0,1,0,0,0,0,0,0,321,0.000037,0
3964,3964,,1,0,1,0,0,0,0,0,0,319,0.000037,0
3963,3963,,1,0,1,0,0,0,0,0,0,318,0.000037,0
3133,3133,,1,0,1,0,0,0,0,0,0,317,0.000037,0
4338,4338,,2,0,2,0,0,0,0,0,0,165,0.000055,0
3962,3962,,1,0,1,0,0,0,0,0,0,316,0.000037,0
4711,4711,,1,0,1,0,0,0,0,0,0,315,0.000037,0
4712,4712,,1,0,1,0,0,0,0,0,0,314,0.000037,0
3961,3961,,1,0,1,0,0,0,0,0,0,313,0.000037,0
4713,4713,,1,0,1,0,0,0,0,0,0,312,0.000037,0
4714,4714,,2,1,3,1,1,1,0,0.5,0,310,0.000243,1
4715,4715,,1,0,1,0,0,0,0,0,0,311,0.000037,0
3960,3960,,2,1,3,1,1,1,0,0.5,0,310,0.000243,1
4341,4341,,1,0,1,0,0,0,0,0,0,309,0.000037,0
4716,4716,,1,0,1,0,0,0,0,0,0,308,0.000037,0
3956,3956,,2,0,2,0,0,0,0,0,0,306,0.000052,0
3954,3954,,1,0,1,0,0,0,0,0,0,305,0.000037,0
4781,4781,,1,0,1,0,0,0,0,0,0,303,0.000037,0
4340,4340,,1,0,1,0,0,0,0,0,0,302,0.000037,0
4717,4717,,2,1,3,7,0.271583,0.281245,25.15618,0,0,1115,0.000052,0
4782,4782,,1,0,1,0,0,0,0,0,0,301,0.000037,0
4718,4718,,1,0,1,0,0,0,0,0,0,300,0.000037,0
4719,4719,,3,0,3,0,0,0,0,0.333333,0,299,0.000057,0.333333
3949,3949,,1,0,1,0,0,0,0,0,0,298,0.000037,0
4783,4783,,1,0,1,0,0,0,0,0,0,296,0.000037,0
3947,3947,,1,0,1,0,0,0,0,0,0,295,0.000037,0
4784,4784,,1,0,1,0,0,0,0,0,0,294,0.000037,0
3946,3946,,1,0,1,0,0,0,0,0,0,293,0.000037,0
4720,4720,,1,0,1,0,0,0,0,0,0,292,0.000037,0
4785,4785,,1,0,1,0,0,0,0,0,0,291,0.000037,0
4073,4073,,1,0,1,0,0,0,0,0,0,290,0.000037,0
4721,4721,,1,0,1,0,0,0,0,0,0,289,0.000037,0
4786,4786,,1,0,1,0,0,0,0,0,0,288,0.000037,0
4722,4722,,1,0,1,0,0,0,0,0,0,287,0.000037,0
4723,4723,,3,2,5,7,0.263863,0.274005,42.884878,0.25,0,1115,0.000061,0.5
3941,3941,,1,0,1,0,0,0,0,0,0,286,0.000037,0
4068,4068,,1,0,1,0,0,0,0,0,0,285,0.000037,0
3939,3939,,1,0,1,0,0,0,0,0,0,284,0.000037,0
3937,3937,,1,0,1,0,0,0,0,0,0,283,0.000037,0
4724,4724,,2,1,3,8,0.211623,0.216629,17.553967,0,0,1115,0.000052,0
3934,3934,,1,0,1,0,0,0,0,0,0,282,0.000037,0
3933,3933,,1,0,1,0,0,0,0,0,0,281,0.000037,0
4725,4725,,1,0,1,0,0,0,0,0,0,114,0.000037,0
4726,4726,,1,0,1,0,0,0,0,0,0,113,0.000037,0
4727,4727,,1,0,1,0,0,0,0,0,0,112,0.000037,0
3930,3930,,1,0,1,0,0,0,0,0,0,111,0.000037,0
4787,4787,,19,21,40,6,0.329651,0.34947,58114.47724,0.049784,0,1115,0.000465,0.060606
4788,4788,,11,13,24,6,0.321319,0.336257,4346.11207,0.217949,0,1115,0.000238,0.24359
4789,4789,,2,1,3,8,0.214968,0.220781,0,1,0,1115,0.000105,1
4790,4790,,2,1,3,7,0.29281,0.311154,305.845027,0,0,1115,0.000071,0
4791,4791,,7,8,15,6,0.297638,0.312306,892.539879,0.143939,0,1115,0.000149,0.19697
4792,4792,,2,0,2,0,0,0,0,1,0,96,0.000055,1
4793,4793,,1,1,2,8,0.214968,0.220781,0,0,0,1115,0.000086,0
4777,4777,,2,1,3,8,0.190321,0.194423,0,0.5,0,1115,0.000117,1
4794,4794,,1,1,2,7,0.262973,0.272772,0,0,0,1115,0.000053,0
4795,4795,,8,8,16,6,0.306853,0.321172,16310.56748,0.053571,0,1115,0.0002,0.071429
4796,4796,,2,1,3,7,0.270365,0.281553,0,1,0,1115,0.000069,1
4797,4797,,1,1,2,7,0.270365,0.281553,0,0,0,1115,0.000055,0
4798,4798,,1,0,1,0,0,0,0,0,0,508,0.000042,0
4799,4799,,1,1,2,7,0.29281,0.311154,0,0,0,1115,0.000052,0
4800,4800,,3,5,8,7,0.30019,0.313274,760.335968,0.2,0,1115,0.000095,0.2
4801,4801,,1,0,1,0,0,0,0,0,0,616,0.000058,0
4803,4803,,1,1,2,7,0.247492,0.254954,0,0,0,1115,0.000062,0
4804,4804,,2,1,3,7,0.270365,0.281553,0,1,0,1115,0.000069,1
4805,4805,,1,1,2,7,0.270365,0.281553,0,0,0,1115,0.000055,0
4806,4806,,1,1,2,7,0.254195,0.263145,0,0,0,1115,0.000054,0
4807,4807,,1,1,2,7,0.230381,0.236489,0,0,0,1115,0.000055,0
4809,4809,,1,0,1,0,0,0,0,0,0,110,0.000039,0
4810,4810,,2,0,2,0,0,0,0,0,0,109,0.000045,0
4802,4802,,3,1,4,7,0.262973,0.272772,11.699677,0.333333,0,1115,0.000083,0.333333
4812,4812,,4,9,13,6,0.300885,0.314201,3058.943058,0.166667,0,1115,0.000115,0.222222
4813,4813,,1,1,2,7,0.270365,0.281553,0,0,0,1115,0.000055,0
4814,4814,,5,3,8,7,0.257191,0.265868,5933.454219,0.4,0,1115,0.000197,0.5
4816,4816,,3,2,5,7,0.275888,0.286419,16.488904,0.75,0,1115,0.000078,0.833333
4818,4818,,2,1,3,8,0.204583,0.208782,0,0.5,0,1115,0.000105,1
4819,4819,,0,1,1,7,0.266457,0.276052,0,0,0,1137,0.000035,0
4820,4820,,1,1,2,7,0.29281,0.311154,0,0,0,1115,0.000052,0
4821,4821,,1,0,1,0,0,0,0,0,0,983,0.000052,0
4823,4823,,2,0,2,0,0,0,0,1,0,260,0.000067,1
4824,4824,,1,3,4,8,0.218797,0.223959,0,0.5,0,1115,0.000052,0.666667
4825,4825,,2,2,4,7,0.262843,0.272659,0,1,0,1115,0.000073,1
4826,4826,,1,1,2,7,0.29281,0.311154,0,0,0,1115,0.000052,0
4828,4828,,7,8,15,7,0.303698,0.316566,3196.015374,0.138889,0,1115,0.000183,0.166667
4829,4829,,2,2,4,7,0.246418,0.253226,0,1,0,1115,0.000085,1
4830,4830,,4,5,9,7,0.28899,0.300629,304.47264,0.2,0,1115,0.000107,0.2
4831,4831,,1,0,1,0,0,0,0,0,0,560,0.000051,0
4832,4832,,2,3,5,7,0.234963,0.241333,4927.570703,0,0,1115,0.000091,0
4833,4833,,54,58,112,6,0.339447,0.360762,59634.20653,0.104199,0,1115,0.001104,0.116231
4834,4834,,1,1,2,7,0.254195,0.263145,0,0,0,1115,0.000054,0
4835,4835,,3,1,4,9,0.186837,0.190461,141.868056,0.333333,0,1115,0.000135,0.666667
4836,4836,,1,0,1,0,0,0,0,0,0,801,0.000051,0
4837,4837,,2,2,4,7,0.294654,0.313274,377.995742,0,0,1115,0.000071,0
4838,4838,,7,8,15,7,0.304219,0.32332,5478.489878,0.222222,0,1115,0.00017,0.222222
4839,4839,,3,3,6,7,0.251776,0.260268,64.344266,0,0,1115,0.000093,0
4840,4840,,16,14,30,6,0.313096,0.329774,35831.66316,0.154167,0,1115,0.000525,0.175
4842,4842,,1,1,2,7,0.247933,0.255869,0,0,0,1115,0.000054,0
4843,4843,,1,0,1,0,0,0,0,0,0,593,0.000051,0
4844,4844,,8,7,15,6,0.307466,0.326995,7929.455309,0.111111,0,1115,0.000209,0.138889
4845,4845,,1,1,2,7,0.281452,0.293489,0,0,0,1115,0.00005,0
4846,4846,,1,2,3,7,0.250064,0.258551,5.444753,0,0,1115,0.000056,0
4847,4847,,2,2,4,8,0.231898,0.237551,183.756013,0,0,1115,0.000082,0
4848,4848,,1,1,2,7,0.251549,0.259396,0,0,0,1115,0.000055,0
4849,4849,,1,0,1,0,0,0,0,0,0,137,0.000061,0
4851,4851,,6,6,12,7,0.301739,0.314271,10741.72317,0.3,0,1115,0.000152,0.333333
4852,4852,,10,6,16,7,0.299176,0.310649,2178.748088,0.2,0,1115,0.000229,0.222222
4853,4853,,2,0,2,0,0,0,0,0,0,824,0.000058,0
4854,4854,,1,1,2,7,0.29281,0.311154,0,0,0,1115,0.000052,0
4855,4855,,3,0,3,0,0,0,0,0.5,0,507,0.00007,0.666667
4850,4850,,4,4,8,6,0.301381,0.315245,0,1,0,1115,0.000106,1
4856,4856,,1,0,1,0,0,0,0,0,0,582,0.000055,0
4841,4841,,7,6,13,7,0.27833,0.28938,2714.29645,0,0,1115,0.000173,0
4857,4857,,6,12,18,6,0.320438,0.333923,20236.58471,0.090909,0,1115,0.000164,0.106061
4858,4858,,2,2,4,8,0.229757,0.236581,6130.613881,0.166667,0,1115,0.000164,0.333333
4859,4859,,2,3,5,7,0.29979,0.317851,4134.262213,0,0,1115,0.000085,0
4861,4861,,4,5,9,7,0.303855,0.322958,5537.725531,0.2,0,1115,0.000101,0.2
4862,4862,,5,6,11,7,0.273732,0.284551,857.152258,0.133333,0,1115,0.000141,0.2
4863,4863,,1,0,1,0,0,0,0,0,0,164,0.000052,0
4615,4615,,2,3,5,7,0.252985,0.260895,89.855521,0.5,0,1115,0.000083,0.666667
4864,4864,,1,1,2,7,0.29281,0.311154,0,0,0,1115,0.000052,0
4865,4865,,1,0,1,0,0,0,0,0,0,982,0.000052,0
4866,4866,,2,1,3,7,0.272761,0.282768,46.368512,0,0,1115,0.000071,0
4868,4868,,1,0,1,0,0,0,0,0,0,907,0.00005,0
4869,4869,,2,2,4,7,0.244257,0.253268,18.865351,0,0,1115,0.000078,0
4870,4870,,7,5,12,7,0.30597,0.319538,7161.520619,0.190476,0,1115,0.000198,0.285714
4871,4871,,2,1,3,8,0.234295,0.240176,9.134568,0,0,1115,0.000086,0
4872,4872,,1,1,2,7,0.23536,0.243696,0,0,0,1115,0.000059,0
4873,4873,,1,1,2,7,0.281452,0.293489,0,0,0,1115,0.00005,0
4867,4867,,29,28,57,6,0.319633,0.339435,12089.05435,0.177011,0,1115,0.000589,0.193103
4875,4875,,27,27,54,6,0.298779,0.315105,20545.56559,0.134921,0,1115,0.000606,0.137566
4876,4876,,1,0,1,0,0,0,0,0,0,502,0.000045,0
4877,4877,,1,0,1,0,0,0,0,0,0,981,0.000052,0
4878,4878,,1,1,2,7,0.29281,0.311154,0,0,0,1115,0.000052,0
4822,4822,,1,0,1,0,0,0,0,0,0,980,0.000052,0
4874,4874,,1,1,2,7,0.262643,0.271298,0,0,0,1115,0.000045,0
4879,4879,,3,3,6,7,0.291889,0.303843,34.999348,0.333333,0,1115,0.000088,0.333333
4880,4880,,2,1,3,7,0.245983,0.254354,12.991275,0,0,1115,0.000076,0
4881,4881,,2,2,4,7,0.271634,0.282014,0,1,0,1115,0.000072,1
4882,4882,,3,3,6,6,0.288548,0.29963,182.265375,0.333333,0,1115,0.000083,0.333333
4883,4883,,8,6,14,6,0.316348,0.33571,8553.275807,0.166667,0,1115,0.000193,0.166667
4884,4884,,17,18,35,6,0.305092,0.319941,25571.23261,0.081699,0,1115,0.000436,0.091503
4885,4885,,0,1,1,7,0.240353,0.248437,0,0,0,1138,0.000035,0
4815,4815,,1,0,1,0,0,0,0,0,0,765,0.000043,0
